othr_rel_aust_abor_trad_rel_m, christianity_orintal_orthdx_p, othr_rel_aust_abor_trad_rel_p, christianity_orintal_orthdx_m, islam_m, sb_osb_nra_tot_f, islam_p, christianity_orintal_orthdx_f, islam_f, othr_rel_sikhism_f, othr_rel_aust_abor_trad_rel_f, othr_rel_sikhism_p, othr_rel_sikhism_m, sb_osb_nra_tot_p, sb_osb_nra_tot_m, other_religions_tot_p, other_religions_tot_m, other_religions_tot_f, christianity_uniting_church_f, tot_f, tot_m, tot_p, christianity_christian_nfd_p, christianity_eastrn_orthdox_m, christianity_eastrn_orthdox_p, christianity_salvation_army_p, othr_reln_other_reln_groups_f, christianity_christian_nfd_m, christianity_eastrn_orthdox_f, christianity_salvation_army_m, christianity_salvation_army_f, christianity_christian_nfd_f, christianity_othr_protestnt_p, othr_reln_other_reln_groups_m, christianity_othr_christian_f, othr_reln_other_reln_groups_p, christianity_church_christ_p, christianity_church_christ_m, christianity_othr_protestnt_m, christianity_othr_protestnt_f, christianity_church_christ_f, christianity_lutheran_p, christianity_lattr_day_snts_m, christianity_baptist_p, christianity_lattr_day_snts_f, christianity_baptist_m, christianity_baptist_f, christianity_pentecostal_f, christianity_othr_christian_m, christianity_tot_p, christianity_lattr_day_snts_p, christianity_othr_christian_p, christianity_catholic_f, christianity_lutheran_f, christianity_lutheran_m, christianity_asyrin_apstlic_p, christianity_anglican_f, sb_osb_nra_sb_m, christnty_sevnth_dy_advntst_f, sb_osb_nra_sb_p, sa3_code16, christianity_brethren_f, christianity_brethren_p, christianity_catholic_m, hinduism_m, christianity_catholic_p, hinduism_p, christianity_brethren_m, christianity_tot_m, hinduism_f, christnty_sevnth_dy_advntst_p, christianity_tot_f, christnty_sevnth_dy_advntst_m, sb_osb_nra_sb_f, christianity_anglican_m, christianity_anglican_p, religious_affiliation_ns_f, buddhism_f, christinty_prsbytrin_refrmd_f, christinty_jehvahs_witnses_f, buddhism_m, buddhism_p, christinty_jehvahs_witnses_m, christinty_jehvahs_witnses_p, judaism_f, sb_osb_nra_nr_f, christianity_uniting_church_m, christianity_uniting_church_p, judaism_p, christinty_prsbytrin_refrmd_p, judaism_m, christinty_prsbytrin_refrmd_m, christianity_asyrin_apstlic_f, sb_osb_nra_nr_p, christianity_asyrin_apstlic_m, sb_osb_nra_nr_m, sb_osb_nra_osb_f, christianity_pentecostal_m, religious_affiliation_ns_p, sb_osb_nra_osb_m, christianity_pentecostal_p, religious_affiliation_ns_m, sa3_name16, sb_osb_nra_osb_p
5,30,6,16,83,12199,172,14,93,41,3,98,53,26026,13827,345,167,184,2769,43439,42751,86194,2956,158,317,171,142,1428,163,73,104,1528,425,104,126,241,120,54,217,207,67,878,121,2749,113,1353,1399,842,134,52353,229,264,10811,467,408,0,7216,145,72,250,"31401",7,16,9986,310,20794,602,10,24973,296,120,27378,47,106,6518,13732,2903,371,1302,179,233,605,145,326,22,12006,2228,4993,54,2604,31,1299,0,25618,0,13616,90,774,6035,70,1615,3129,"The Hills District",155
3,43,6,19,190,11298,342,25,155,157,3,359,207,23498,12199,628,317,307,1777,36820,34738,71560,3007,115,255,191,146,1395,144,78,116,1616,619,108,172,261,109,47,301,323,67,759,187,1888,193,930,959,622,131,39003,384,307,7667,435,329,5,5351,129,303,226,"31402",3,9,6629,586,14297,1185,5,18003,601,544,20999,241,102,4557,9912,3021,409,1014,224,296,711,210,436,28,11108,1365,3143,58,1895,28,884,3,23122,0,12013,84,583,6141,62,1200,3122,"North Lakes",144
0,37,4,16,62,5570,124,14,58,49,6,117,65,12067,6502,276,128,147,1094,18887,18328,37215,1420,47,104,180,89,668,53,74,108,755,305,61,36,147,50,23,141,163,34,322,77,1177,82,565,615,363,38,20954,157,72,4047,185,131,0,2899,81,68,134,"31403",0,4,3609,160,7658,337,3,9701,175,142,11250,69,56,2482,5380,1440,239,620,121,157,394,85,206,13,5490,807,1899,25,1179,8,561,0,11875,0,6387,29,301,3049,28,662,1613,"Strathpine",58
151,0,298,0,26,2905,42,0,15,9,151,16,6,6510,3606,405,198,204,837,15249,17144,32390,1252,13,26,29,48,638,14,6,22,610,128,38,22,90,9,4,67,58,9,1233,34,207,35,101,103,1113,10,20256,65,32,2205,623,606,0,3934,23,97,38,"31501",0,0,2332,34,4536,52,0,10098,22,186,10165,88,17,3892,7821,1827,103,316,169,88,187,140,305,7,2859,828,1664,13,656,7,338,0,6408,0,3548,28,990,4930,34,2107,3103,"Far North",64
64,0,143,0,48,3505,87,0,36,15,75,37,26,7858,4348,227,109,114,843,14206,15448,29651,603,42,77,72,22,305,32,27,44,299,136,21,16,47,34,20,77,62,18,221,66,1141,38,571,570,287,10,17150,107,23,3611,113,109,0,1917,39,74,57,"31502",214,414,3765,102,7374,182,201,8623,80,119,8527,46,22,1910,3831,1848,79,314,83,61,144,57,139,0,3462,780,1626,6,695,3,377,0,7755,0,4294,19,256,4007,15,542,2159,"Outback - North",36
13,66,28,33,1073,14849,1921,36,844,138,14,329,194,31639,16790,866,417,455,4526,77279,72238,149512,7261,123,261,475,298,3328,140,193,281,3935,651,209,281,511,1565,740,312,336,827,5779,179,2646,205,1208,1438,1439,259,98840,385,542,18269,3122,2658,0,14549,229,428,424,"31701",121,264,16454,803,34721,1339,139,45704,536,765,53139,342,191,12197,26742,6678,746,2744,469,616,1362,351,827,23,14543,3523,8048,58,5138,35,2398,0,31014,0,16473,112,1273,13483,90,2716,6803,"Toowoomba",198
7,0,11,0,20,5751,27,0,9,8,8,15,10,12516,6772,198,80,113,1938,22261,22633,44893,1510,29,53,204,102,720,25,83,120,791,583,70,34,170,140,63,292,290,79,752,29,689,31,338,351,273,49,26338,55,81,3847,409,342,0,4537,56,55,97,"31905",92,182,3387,28,7234,63,91,12474,33,100,13865,44,39,4141,8678,2302,180,804,182,99,282,174,354,3,5664,1567,3505,9,1683,3,879,0,12348,0,6682,44,253,5452,25,528,3158,"Maryborough",76
3,19,9,6,356,4760,603,13,246,23,3,40,23,9914,5151,133,63,65,347,10753,11310,22063,390,211,420,19,38,171,208,10,7,215,84,39,4,79,11,5,35,45,4,336,4,206,5,100,107,61,4,6816,5,13,1467,168,167,0,835,51,9,91,"40101",0,3,1326,250,2793,451,0,3198,202,11,3621,6,41,724,1556,1313,534,105,18,380,913,14,30,15,4697,274,621,30,201,19,97,0,9777,0,5081,25,45,3214,17,107,1900,"Adelaide City",44
3,18,9,12,45,14476,76,10,29,16,3,27,20,30363,15888,350,145,204,3163,36486,35406,71892,2456,212,409,135,189,1133,198,59,77,1318,200,121,192,314,197,90,107,96,106,3859,97,1570,90,765,804,418,182,33611,186,376,4522,2125,1742,0,4310,162,72,280,"40102",46,88,4128,72,8657,128,46,15569,62,139,18047,68,117,3611,7921,3210,430,339,163,296,721,126,286,33,14232,2553,5716,72,658,38,319,0,29860,0,15627,116,320,6569,97,733,3358,"Adelaide Hills",217
3,32,4,15,274,6124,537,18,259,104,0,222,114,12639,6520,365,181,181,958,18425,16931,35362,677,591,1248,77,74,296,660,26,47,386,111,61,27,139,55,20,45,62,35,638,34,350,36,158,189,161,25,17231,68,52,4580,365,270,0,1703,103,16,163,"40105",0,0,3904,407,8482,812,0,7703,411,18,9525,3,62,1384,3086,1541,362,204,63,275,630,40,102,28,6018,640,1598,58,342,31,138,0,12394,0,6379,43,113,3087,38,277,1548,"Norwood - Payneham - St Peters",78
3,57,4,32,283,7732,564,26,280,74,0,130,54,15844,8114,356,143,210,1622,23185,20723,43911,836,608,1327,23,128,362,715,9,11,472,146,93,40,220,58,26,68,78,31,659,20,593,27,266,327,145,33,21537,47,81,4719,398,267,0,3111,69,22,157,"40103",0,0,3897,441,8611,860,0,9477,416,39,12060,11,91,2335,5450,1794,639,273,47,536,1177,33,79,60,7589,1168,2796,113,489,59,219,0,15591,0,8005,58,120,3465,38,265,1671,"Burnside",91
0,118,0,67,376,6350,771,51,392,309,0,659,356,13244,6898,1039,537,504,1420,25962,24561,50525,1174,938,1919,105,192,535,977,52,55,639,141,181,14,373,148,62,68,75,83,767,87,727,79,341,388,331,17,29523,170,31,8927,417,350,0,1843,76,37,140,"40104",0,0,8244,644,17169,1237,0,13770,590,69,15757,34,63,1374,3217,1714,623,273,138,562,1183,104,247,35,6236,1013,2430,63,494,26,220,0,13028,0,6790,47,256,3458,34,585,1742,"Campbelltown (SA)",82
0,47,0,20,246,7253,435,26,193,55,0,125,68,14676,7420,289,148,143,1290,19949,17771,37721,728,962,2017,46,87,327,1060,14,32,401,111,76,29,162,78,28,41,75,51,917,15,472,8,210,264,110,27,17885,25,57,3588,523,398,0,2427,92,3,184,"40107",9,22,2918,309,6501,586,12,7793,276,8,10085,4,90,1763,4194,1613,353,160,33,252,604,17,49,29,7119,826,2116,64,303,31,140,0,14421,0,7308,45,77,3186,22,193,1577,"Unley",63
3,10,11,6,22,6242,49,4,28,0,3,3,4,13226,6985,137,50,84,1461,17627,17011,34632,1052,161,308,85,79,496,147,28,52,556,156,45,25,127,143,61,75,84,80,1442,19,470,20,224,251,244,16,17818,43,41,2913,779,662,0,2682,43,21,85,"40201",0,3,2619,19,5534,49,0,8238,27,43,9581,18,41,2191,4865,1525,138,159,108,123,269,92,197,0,6162,1210,2669,3,298,3,145,0,13075,0,6917,40,213,3090,24,453,1561,"Gawler - Two Wells",64
4,24,7,14,1049,17219,2007,9,958,78,0,168,89,36049,18834,702,298,400,2407,45495,44657,90154,2970,474,969,287,328,1409,493,113,168,1562,545,202,105,523,280,117,259,285,160,1434,102,1454,138,707,745,828,97,39865,236,201,7093,824,613,0,5676,166,144,306,"40202",9,19,6443,409,13538,751,15,18559,340,272,21307,128,136,4820,10497,4462,797,455,205,797,1592,168,371,11,16988,1947,4354,27,873,9,414,0,35603,0,18617,95,735,9170,47,1561,4703,"Playford",142
5,107,7,55,2778,9277,4691,49,1917,645,3,1407,758,19717,10445,1801,943,857,1708,33924,34132,68056,1873,1023,2056,205,207,858,1038,79,129,1017,311,180,132,384,185,72,149,160,112,1334,90,1407,109,633,770,456,108,29548,198,239,6828,706,625,0,2288,118,89,221,"40203",8,13,5986,1954,12817,3717,9,13526,1759,166,16026,76,101,1843,4131,2892,1186,285,132,975,2164,103,234,16,9105,1191,2902,26,535,10,251,0,19373,0,10267,72,386,6390,54,839,3498,"Port Adelaide - East",125
19,214,28,115,3366,20308,6380,102,3018,485,7,1071,583,43532,23220,1861,947,915,3586,68540,68093,136635,4016,1579,3086,466,423,1904,1505,195,273,2117,752,343,175,771,257,104,351,402,155,2241,144,2677,165,1248,1425,1198,184,63690,304,360,13794,1261,978,0,6520,194,205,356,"40204",8,10,12664,2118,26456,4079,10,29908,1959,390,33783,181,159,5605,12119,5155,3369,615,293,2944,6317,231,526,24,20037,2813,6401,45,1173,23,562,0,42985,0,22948,111,1040,10727,79,2238,5572,"Salisbury",191
0,45,7,22,446,15593,890,21,450,238,5,488,249,33291,17698,874,407,468,4248,47900,45709,93604,2873,696,1433,408,223,1326,738,172,233,1541,381,159,247,383,211,92,174,208,123,2588,101,2106,147,967,1140,953,236,49687,242,487,9317,1454,1132,0,5655,175,120,312,"40205",3,7,8439,541,17754,1046,9,22804,505,239,26884,115,138,4724,10380,3435,540,504,246,396,943,176,421,22,15363,3228,7477,49,910,27,412,0,32819,0,17454,96,783,6822,66,1737,3388,"Tea Tree Gully",161
3,46,12,21,426,12039,872,21,452,67,6,142,73,25103,13061,356,179,184,2689,32919,30612,63529,1804,1090,2253,71,109,803,1166,27,37,998,166,101,112,207,274,113,81,82,162,1545,18,1553,21,730,818,271,102,30876,42,218,5391,843,701,0,3960,132,28,259,"40303",91,171,4518,305,9908,625,86,13837,318,49,17035,19,126,3054,7016,2379,475,293,41,347,819,29,76,40,11825,1952,4641,72,548,31,257,0,24693,0,12866,93,226,4810,63,496,2432,"Mitcham",154
13,89,32,54,397,35014,758,36,362,82,17,169,90,73512,38495,966,423,545,6220,85772,82270,168041,6218,754,1489,318,443,2910,734,129,192,3307,765,327,323,768,560,227,363,406,330,3233,180,3145,253,1454,1693,1014,272,75567,431,599,12519,1794,1445,0,10747,366,154,662,"40304",121,219,10874,303,23397,626,92,34398,321,294,41162,135,296,8809,19553,7476,861,870,441,568,1431,352,792,39,34483,4782,11003,84,1616,48,748,0,72475,0,37986,234,829,15097,143,1844,7623,"Onkaparinga",376
7,281,5,133,1345,15067,2526,146,1181,438,4,953,513,31993,16927,1268,656,609,3103,55539,53158,108691,2642,3872,7916,155,162,1195,4046,65,94,1450,415,138,45,305,177,74,182,231,105,1522,70,1259,79,565,696,588,52,59583,145,101,15483,838,682,0,4446,167,52,326,"40401",7,6,13915,798,29402,1433,3,27571,637,94,32010,37,154,3535,7987,4295,1721,422,174,1329,3047,138,316,24,14776,2228,5330,50,729,28,304,0,31453,0,16676,133,525,8799,84,1114,4502,"Charles Sturt",223
14,121,28,64,771,9583,1436,58,665,160,21,355,190,20077,10492,580,282,304,1604,29543,28424,57965,1317,1026,2072,123,126,609,1047,55,68,709,285,77,19,199,79,38,129,148,42,735,47,945,47,440,502,374,21,26606,90,39,6379,393,338,0,2454,102,29,191,"40402",5,4,5704,434,12080,791,3,12370,355,46,14234,13,89,2146,4601,2502,1875,248,106,1577,3454,76,183,15,9439,1101,2709,33,477,14,223,0,19791,0,10351,58,340,4992,40,707,2491,"Port Adelaide - West",94
3,0,3,0,380,4286,622,0,240,150,0,325,176,9174,4886,408,222,189,734,14103,13969,28079,526,854,1702,19,43,246,847,9,13,283,90,42,22,78,41,21,48,42,19,588,5,235,13,117,120,67,13,13950,15,40,3421,324,264,0,1454,50,15,101,"40106",0,3,3026,522,6444,933,3,6478,412,19,7470,12,50,1212,2663,1124,371,90,11,281,653,11,18,16,4199,527,1259,22,152,12,63,0,9012,0,4809,35,58,2320,28,123,1195,"Prospect - Walkerville",59
3,257,3,121,856,9139,1622,137,768,503,0,1088,587,19342,10205,1327,702,623,1692,31290,29790,61086,1265,2587,5375,38,121,576,2787,26,17,693,192,113,48,235,172,72,97,100,105,1167,34,661,46,302,359,251,38,30523,75,87,7114,657,509,0,2321,95,21,186,"40403",3,7,6033,1057,13146,1997,0,13886,937,45,16639,19,90,1836,4157,2493,667,216,68,527,1194,62,132,30,8965,1245,2941,52,383,19,168,0,19024,0,10060,78,164,5026,49,416,2536,"West Torrens",128
3,3,4,0,14,5768,18,0,9,0,0,0,0,12420,6650,120,46,78,1652,17770,17726,35496,961,58,111,65,74,468,48,30,33,490,107,37,40,114,102,39,51,52,65,6509,4,373,8,180,188,147,45,19607,8,84,2030,3402,3112,0,1937,54,23,81,"40501",0,3,1813,25,3846,44,4,9294,18,45,10310,21,25,1737,3680,1477,105,131,66,75,183,41,102,14,5695,1411,3062,14,268,4,137,0,12264,0,6563,44,135,3101,25,277,1623,"Barossa",72
0,0,3,0,10,3177,28,0,14,9,0,21,13,7017,3838,101,36,59,2080,11192,11351,22545,615,32,48,41,50,305,20,16,25,314,77,27,14,80,110,55,39,41,54,1698,5,206,14,103,105,112,19,13166,18,31,1702,873,824,0,1336,42,22,72,"40502",0,0,1604,10,3306,11,0,6297,5,44,6868,24,32,1199,2536,1010,56,102,52,41,96,38,93,0,3130,1878,3955,0,187,0,89,0,6916,0,3786,16,83,2130,9,192,1117,"Lower North",32
0,0,3,0,35,3989,63,0,28,3,3,3,4,8773,4785,91,31,52,2075,13741,13531,27268,548,111,213,133,47,265,97,59,76,283,101,27,15,82,19,8,42,66,8,984,41,449,46,229,220,132,9,15764,83,19,3249,539,447,0,1393,35,10,69,"40503",6,6,2926,20,6173,44,0,7354,25,15,8411,3,31,1212,2606,1167,66,129,60,53,120,33,90,3,3944,1748,3829,3,253,0,128,0,8683,0,4738,12,94,2413,12,228,1241,"Mid North",20
0,3,9,0,10,3604,26,3,15,5,9,13,9,8167,4566,93,36,57,2665,12458,12746,25202,555,48,96,105,47,278,49,35,70,280,83,26,7,72,109,51,42,40,59,1015,8,331,15,155,172,195,0,14293,19,14,1530,506,506,0,1750,22,21,47,"40504",0,0,1512,19,3039,34,0,6765,16,36,7528,9,25,1478,3223,1165,66,111,62,62,130,38,101,0,3554,2319,4982,9,214,9,107,0,8077,0,4519,20,167,2453,18,361,1288,"Yorke Peninsula",44
28,3,53,3,54,9334,91,0,39,20,20,42,28,20474,11138,203,95,109,3266,27993,28616,56613,1384,211,386,228,66,694,179,106,123,695,170,42,14,114,152,63,93,81,88,2664,39,590,42,278,316,445,11,29201,85,28,4997,1409,1258,0,3182,99,43,193,"40601",3,10,4562,105,9563,197,8,13801,91,90,15400,41,93,2935,6120,2829,183,390,118,132,321,82,199,4,9195,2753,6013,9,732,4,342,0,20203,0,11012,43,336,6115,29,785,3286,"Eyre Peninsula and South West",68
91,0,192,0,66,4176,122,0,54,41,97,87,47,9268,5097,327,159,165,1285,12350,13857,26203,889,135,198,137,28,423,56,61,77,472,99,19,4,49,22,8,56,48,13,701,24,135,16,70,64,90,9,12184,36,12,2072,386,314,0,1331,49,38,69,"40602",35,65,2064,48,4141,87,36,5943,41,73,6240,38,24,1324,2655,1578,97,198,51,87,178,37,90,0,4127,1107,2390,3,383,0,185,0,9156,0,5031,20,74,4029,19,163,2455,"Outback - North and East",41
4,4,6,4,26,9514,50,0,21,9,3,20,12,19999,10488,229,95,136,3084,25925,24473,50397,1739,72,148,139,126,799,79,65,74,938,193,79,98,208,412,168,95,100,240,1472,54,761,66,365,400,439,93,24436,115,190,2757,825,653,0,3764,80,38,143,"40701",0,4,2337,36,5096,65,4,11052,32,71,13384,34,62,3053,6816,2578,260,310,175,149,407,117,292,9,9357,2487,5572,21,606,15,300,0,19719,0,10361,94,365,5192,44,803,2617,"Fleurieu - Kangaroo Island",137
7,14,12,9,392,11048,509,11,115,21,4,47,28,24011,12964,196,85,106,3225,31942,32852,64788,1540,82,162,258,77,760,76,125,138,776,211,55,15,128,217,101,94,114,117,2133,45,1008,65,467,539,418,19,33404,107,38,5679,1157,981,0,3487,98,73,177,"40702",58,122,5243,63,10922,110,60,15736,45,119,17662,48,79,3117,6606,2746,216,1609,112,187,402,85,195,3,10906,2662,5887,10,3099,4,1491,0,23725,0,12817,64,345,6162,43,766,3410,"Limestone Coast",109
4,9,23,3,293,11043,487,5,192,269,17,570,301,23882,12838,782,377,402,4060,34327,35223,69554,2061,645,1235,186,116,979,587,84,106,1084,235,68,120,183,313,142,117,123,171,7262,44,645,65,330,319,364,123,36457,114,241,4488,3747,3519,0,3275,89,99,173,"40703",0,0,4143,87,8632,146,0,17364,63,200,19094,101,84,2984,6256,3237,290,300,194,231,526,161,352,6,10887,3347,7409,10,609,5,313,0,23592,0,12709,73,323,7255,41,685,4022,"Murray and Mallee",114
3,0,6,0,118,9715,208,0,93,21,3,58,35,20448,10738,222,100,126,949,25875,24996,50875,1411,46,94,90,98,672,55,37,56,737,146,59,26,159,205,93,65,80,116,164,41,718,51,336,381,130,17,23778,89,43,4309,98,68,0,5167,90,80,167,"50101",3,8,3774,68,8084,122,3,10932,56,146,12839,74,81,4425,9596,2663,372,405,197,239,615,152,350,17,9542,652,1602,28,788,12,382,0,20148,0,10608,88,110,5447,42,243,2786,"Augusta - Margaret River - Busselton",135
3,17,9,12,234,16640,471,8,235,62,3,129,67,35220,18582,508,203,302,1690,51838,50811,102644,3408,134,286,245,243,1609,152,102,140,1800,457,131,94,371,345,145,233,228,202,317,261,1796,281,885,909,405,80,54721,545,168,11399,179,137,0,10120,179,178,304,"50102",3,4,10501,204,21896,376,0,25654,169,330,29060,159,122,8664,18780,4875,527,914,371,351,874,272,640,23,16422,1281,2970,48,1773,23,859,0,34756,0,18336,99,333,10430,71,738,5557,"Bunbury",163
3,0,10,0,41,3890,70,0,27,0,4,3,3,8324,4437,126,39,85,458,11437,11377,22815,585,60,111,26,77,272,55,9,13,311,76,34,17,116,68,34,42,37,38,65,20,291,18,149,141,41,9,11393,40,24,2167,37,26,0,2275,39,88,65,"50103",0,0,1962,12,4126,22,0,5429,13,152,5970,66,29,2106,4380,1319,127,163,101,86,208,73,174,12,3825,390,848,22,346,10,178,0,8210,0,4383,32,34,2641,22,76,1322,"Manjimup",54
12,25,15,11,140,15290,294,10,155,61,9,137,76,32400,17110,485,197,294,1602,49590,47146,96736,3137,128,268,245,221,1440,137,103,143,1693,536,109,66,332,229,89,236,304,140,425,199,1927,204,911,1022,448,41,52909,406,108,9505,252,172,0,11400,177,97,294,"50201",9,18,8314,211,17814,401,6,24279,189,149,28628,53,115,9658,21055,4339,660,1139,460,392,1053,339,795,33,15030,1106,2703,57,2235,29,1098,0,31909,0,16877,142,378,9139,61,822,4796,"Mandurah",202
6,39,5,20,358,10776,676,24,318,35,0,78,44,23143,12363,357,175,183,1332,34711,32922,67634,1257,499,1033,35,145,556,532,17,20,703,337,125,35,273,157,71,155,180,91,236,15,513,19,259,256,160,28,35067,31,54,7654,126,106,0,7169,116,21,221,"50301",8,9,6472,355,14126,721,0,15930,367,42,19138,21,102,5983,13151,3144,641,784,28,410,1055,23,51,144,10606,985,2317,299,1365,155,584,0,22792,0,12181,64,146,6322,59,305,3178,"Cottesloe - Claremont",131
4,72,4,32,841,17796,1546,37,701,121,4,234,116,38411,20617,672,312,360,959,50984,50688,101666,2480,940,2053,83,234,1084,1109,37,45,1402,469,198,31,427,186,80,216,255,105,292,24,819,40,389,431,254,29,41673,66,63,11564,161,127,0,5297,279,44,451,"50302",4,8,10217,1326,21782,2508,3,19178,1187,80,22493,35,178,4445,9738,6322,1870,625,124,1488,3357,97,220,255,17511,705,1667,482,1181,225,558,0,37758,0,20249,105,166,13021,91,423,6693,"Perth City",204
10,117,12,52,1152,11863,2111,60,959,204,3,491,283,25423,13564,877,468,404,708,40499,39944,80443,2398,772,1568,195,200,1099,788,76,123,1299,422,178,64,373,226,89,208,212,139,240,76,867,89,384,487,301,48,39458,165,112,11451,133,102,0,4428,158,79,287,"50401",3,10,10448,995,21894,1812,4,18461,819,134,20996,52,126,3703,8131,3579,1615,483,149,1178,2792,135,282,267,11655,518,1227,525,935,261,454,0,24984,0,13332,80,246,7441,72,547,3870,"Bayswater - Bassendean",151
6,8,11,3,47,7254,94,3,47,18,3,36,20,15482,8227,240,103,134,540,20184,21848,42032,1562,84,173,90,110,728,92,39,46,835,209,80,47,191,196,88,90,120,104,163,54,726,82,355,373,144,28,20095,134,69,3751,86,75,0,3756,85,106,150,"50402",66,138,3520,59,7274,132,71,9412,75,180,10680,74,61,3207,6964,1747,237,346,189,161,400,169,357,17,7129,394,929,32,664,18,314,0,15235,0,8109,59,116,5570,39,263,3823,"Mundaring",100
12,158,25,72,2127,18694,3995,84,1867,606,8,1271,665,39748,21047,1809,913,903,1066,64736,63808,128540,5065,617,1241,335,285,2452,620,138,193,2617,961,233,97,519,366,168,446,514,198,312,217,2196,252,1045,1148,1004,86,63987,467,185,14892,171,141,3,9401,241,183,431,"50403",11,19,13960,1475,28848,2818,10,30347,1339,334,33644,157,192,8037,17442,6232,1960,905,288,1591,3555,232,520,93,18385,829,1894,169,1768,79,858,0,39126,0,20742,123,890,12461,65,1889,6228,"Swan",190
0,275,0,148,687,23875,1298,129,614,113,0,223,109,51654,27774,817,360,460,2474,78041,76684,154730,4632,743,1530,191,340,2126,790,86,104,2505,979,253,82,594,598,272,467,512,322,508,180,2816,219,1304,1508,1022,67,86658,404,150,18862,259,249,0,15215,249,98,440,"50501",3,7,17190,602,36054,1147,3,40555,546,167,46100,65,186,13183,28401,5253,1099,1755,228,699,1791,165,389,91,23511,1858,4331,180,3373,91,1612,0,50937,0,27424,176,830,11178,98,1858,5920,"Joondalup",280
6,427,12,215,3681,26077,6866,210,3187,604,10,1407,805,55229,29153,2356,1248,1111,2181,98391,94036,192425,5560,3031,6206,239,493,2534,3177,97,142,3021,1194,439,96,939,539,209,548,646,326,456,149,2733,174,1283,1452,941,57,97014,324,153,26593,274,183,6,11201,342,153,575,"50502",14,21,23504,2422,50099,4466,9,44636,2042,261,52372,112,240,9028,20228,9070,3155,1313,463,2461,5621,335,799,1381,25641,1452,3633,2653,2423,1267,1114,3,54311,4,28676,199,767,18220,140,1704,9151,"Stirling",336
8,479,21,242,2398,28605,4638,231,2241,377,9,801,428,60550,31941,1657,801,855,1602,95067,92891,187960,7607,1506,2987,306,474,3522,1481,131,177,4082,1241,367,123,839,433,200,566,677,238,416,482,4262,549,2121,2142,1929,122,96086,1025,246,20655,217,197,8,14475,310,236,523,"50503",4,11,18660,1770,39322,3401,5,45088,1627,426,50999,185,215,12455,26931,7923,2737,1639,532,2241,4984,409,946,79,28248,1200,2801,147,3087,64,1444,3,59772,9,31530,147,1630,16499,103,3559,8577,"Wanneroo",249
17,170,23,92,792,12599,1563,81,773,470,6,1007,542,26657,14059,1394,690,702,655,40002,39594,79602,3832,120,241,141,221,1804,117,69,77,2036,653,138,71,365,183,82,300,349,97,195,131,2006,154,953,1058,727,85,38622,286,155,7094,96,94,0,5908,142,271,276,"50601",109,219,6519,1271,13618,2395,111,18223,1129,499,20396,227,129,5186,11095,3462,933,1289,206,700,1630,164,368,22,12381,499,1158,39,2432,22,1147,0,26250,0,13866,83,657,7299,48,1382,3837,"Armadale",131
7,59,13,26,2221,10277,3976,38,1755,256,4,608,344,22501,12223,880,458,414,660,34707,36010,70718,2166,220,460,121,154,1001,236,49,70,1167,408,112,48,258,127,54,191,212,76,186,62,712,74,328,377,307,39,30136,132,87,8158,105,82,0,3612,145,104,237,"50602",5,3,7647,1111,15804,1985,0,14216,872,197,15921,88,92,3068,6680,4194,1250,513,150,1005,2259,117,263,22,10123,519,1176,47,983,22,470,0,22160,0,12035,64,245,8937,45,552,4746,"Belmont - Victoria Park",110
0,193,4,101,2856,12276,5338,97,2478,641,0,1555,912,26495,14216,1937,1085,852,1159,46908,46691,93597,3853,190,425,89,209,1790,238,36,57,2063,917,175,89,381,248,111,425,491,135,231,67,1919,78,876,1049,625,75,42125,145,162,9683,120,109,0,5057,150,150,251,"50603",119,229,8741,2266,18422,4217,113,19610,1946,280,22512,130,106,4186,9243,3976,2840,1143,166,2534,5371,130,299,22,12100,883,2040,48,2239,25,1090,0,26119,0,14019,73,566,8065,51,1191,4083,"Canning",122
11,316,21,162,4904,15199,9084,151,4179,773,16,1730,958,32785,17580,2245,1162,1079,1123,58066,60000,118073,4972,234,469,256,299,2362,237,109,146,2612,955,194,163,493,294,136,438,515,152,295,185,2788,207,1327,1461,948,154,54573,396,318,11790,160,131,0,7164,145,268,256,"50604",18,48,11195,2329,22978,4411,27,25984,2076,496,28589,226,111,6231,13396,4459,2464,1213,254,2051,4519,212,469,13,15003,858,1986,27,2319,18,1107,0,32372,3,17370,93,878,10424,65,1826,5969,"Gosnells",155
3,37,3,11,499,8882,945,25,445,72,3,138,69,19088,10202,313,134,174,787,28995,28458,57449,2142,118,245,95,99,982,127,40,53,1159,336,69,117,170,234,102,162,178,141,195,69,1067,79,483,584,265,128,30547,144,242,6533,103,91,0,4967,94,298,165,"50605",102,216,6114,392,12645,729,110,14295,343,542,16253,246,70,4149,9119,2435,433,629,115,283,718,93,213,19,8760,608,1397,38,1178,21,552,0,18839,0,10076,52,238,5067,37,501,2635,"Kalamunda",87
0,4,0,0,126,4755,236,0,111,151,0,306,157,9990,5236,401,190,204,271,13241,13631,26873,1196,35,69,46,58,577,37,25,23,623,167,32,17,87,41,11,78,90,23,76,52,502,50,251,256,146,19,12986,100,33,2147,39,37,0,2443,44,71,73,"50606",0,0,2104,153,4253,319,0,6221,168,115,6766,45,30,2127,4565,1092,142,476,60,130,277,50,109,11,4698,227,497,15,924,4,450,0,9875,0,5175,26,138,2662,18,286,1569,"Serpentine - Jarrahdale",45
