sa2_name16, median_tot_hhd_inc_weekly, median_age_persons, median_mortgage_repay_monthly, median_rent_weekly, average_num_psns_per_bedroom, sa2_main16, median_tot_fam_inc_weekly, average_household_size, median_tot_prsnl_inc_weekly
"Millbank - Avoca",972,46,1387,277,0.7,"319011500",1228,2.3,512
"Svensson Heights - Norville",910,44,1300,250,0.8,"319011501",1158,2.3,489
"Rostrevor - Magill",1231,40,1733,300,0.8,"401041016",1648,2.5,589
"Loxton Region",1084,45,901,136,0.8,"407031163",1297,2.5,562
"Mannum",845,51,1083,185,0.7,"407031164",1096,2.1,472
"Walkervale - Avenell Heights",954,42,1300,260,0.8,"319011502",1172,2.4,487
"Gayndah - Mundubbera",934,46,1083,180,0.8,"319021503",1160,2.3,530
"Gin Gin",777,51,997,220,0.8,"319021504",934,2.3,418
"Torquay - Scarness - Kawungan",853,52,1405,270,0.7,"319041520",1055,2.2,471
"Kingaroy",1095,37,1300,240,0.7,"319021505",1343,2.4,575
"Kingaroy Region - North",845,45,1058,164,0.8,"319021506",1013,2.4,437
"Kingaroy Region - South",1188,45,1382,200,0.8,"319021507",1334,2.6,531
"Monto - Eidsvold",891,50,1083,130,0.8,"319021508",1158,2.3,479
"Nanango",786,50,1083,200,0.8,"319021509",957,2.3,432
"Augusta",1186,45,1800,230,0.8,"501011001",1411,2.4,617
"Busselton",1198,42,1800,340,0.7,"501011002",1487,2.5,603
"Busselton Region",1613,40,2000,390,0.8,"501011003",1832,2.6,754
"Margaret River",1354,37,1733,348,0.8,"501011004",1627,2.6,696
"Australind - Leschenault",1685,35,1885,350,0.7,"501021005",1881,2.8,680
"Capel",1382,42,1733,300,0.7,"501021007",1619,2.6,641
"North Burnett",1399,45,0,0,0.0,"319021510",0,0.0,725
"Cooloola",757,58,1200,255,0.7,"319031511",840,2.0,435
"Gympie - North",917,41,1270,250,0.8,"319031512",1117,2.3,491
"Gympie - South",1058,42,1408,265,0.7,"319031513",1279,2.5,519
"Craignish - Dundowran Beach",1268,46,1733,350,0.7,"319041517",1354,2.7,531
"Pialba - Eli Waters",898,50,1473,300,0.7,"319041518",1061,2.3,471
"Point Vernon",926,49,1371,297,0.7,"319041519",1068,2.3,460
"Norwood (SA)",1338,39,1800,310,0.8,"401051017",2041,2.0,739
"Urangan - Wondunna",931,49,1517,300,0.7,"319041521",1138,2.3,492
"Burrum - Fraser",866,53,1300,270,0.8,"319051522",970,2.3,457
"Nailsworth - Broadview",1528,37,1764,290,0.9,"401061020",2155,2.4,816
"Granville",885,44,1200,225,0.8,"319051523",1039,2.4,452
"Maryborough (Qld)",859,45,1186,235,0.8,"319051524",1090,2.3,463
"Maryborough Region - South",815,54,1116,220,0.8,"319051525",976,2.2,428
"Prospect",1588,37,1950,300,0.9,"401061021",2077,2.5,726
"Tinana",1152,44,1408,280,0.8,"319051526",1300,2.5,524
"Mount Barker",1365,37,1638,310,0.8,"401021007",1695,2.6,655
"Mount Barker Region",1487,42,1517,260,0.8,"401021008",1727,2.6,689
"Adelaide",1075,33,1733,380,1.0,"401011001",1793,1.9,585
"North Adelaide",1697,36,1896,360,0.9,"401011002",2397,1.9,740
"Adelaide Hills",1583,45,1722,265,0.8,"401021003",1834,2.7,669
"Aldgate - Stirling",1891,43,1800,360,0.8,"401021004",2256,2.7,815
"Hahndorf - Echunga",1603,47,1733,300,0.8,"401021005",1937,2.6,685
"Lobethal - Woodside",1387,43,1517,295,0.8,"401021006",1698,2.6,661
"Burnside - Wattle Park",1713,42,2000,330,0.8,"401031011",2256,2.5,770
"Athelstone",1633,42,1642,330,0.8,"401041014",1901,2.7,677
"Glenside - Beaumont",2002,44,2167,380,0.8,"401031012",2469,2.7,823
"Toorak Gardens",1581,44,2000,300,0.8,"401031013",2312,2.3,802
"Paradise - Newton",1147,41,1560,295,0.8,"401041015",1451,2.4,548
"West Belconnen",0,38,0,0,0.0,"801011112",0,0.0,1024
"Payneham - Felixstow",1138,41,1733,290,0.8,"401051018",1564,2.2,573
"Goodwood - Millswood",1642,39,1950,300,0.9,"401071023",2260,2.4,791
"Hume",0,33,0,0,0.0,"801031031",0,0.0,0
"Kowen",3499,28,0,191,0.7,"801031032",3499,4.5,1125
"St Peters - Marden",1478,39,1950,295,0.8,"401051019",2196,2.4,733
"Walkerville",1692,44,2000,330,0.8,"401061022",2326,2.3,783
"Craigmore - Blakeview",1376,33,1400,290,0.8,"402021028",1524,2.8,629
"Davoren Park",944,28,1248,250,0.8,"402021029",1066,2.7,483
"Parafield Gardens",1138,35,1387,260,0.9,"402041043",1268,2.8,487
"Elizabeth",715,38,1040,200,0.8,"402021030",870,2.3,416
"Elizabeth East",980,37,1213,225,0.8,"402021031",1193,2.5,479
"Munno Para West - Angle Vale",1355,28,1538,285,0.8,"402021032",1465,2.9,663
"One Tree Hill",1931,46,1600,250,0.8,"402021033",2056,2.9,699
"Smithfield - Elizabeth North",769,34,1062,220,0.8,"402021034",938,2.4,438
"Virginia - Waterloo Corner",944,44,1603,250,0.8,"402021035",1204,2.5,473
"Enfield - Blair Athol",1040,34,1517,265,0.9,"402031036",1284,2.5,487
"Northgate - Oakden - Gilles Plains",1293,36,1600,300,0.8,"402031037",1523,2.5,597
"Windsor Gardens",1210,35,1650,275,0.8,"402031038",1490,2.4,597
"Morphettville",1170,40,1733,280,0.8,"403021062",1669,2.2,618
"Dry Creek - North",0,0,0,0,0.0,"402041039",0,0.0,0
"Canberra Airport",2042,42,0,395,0.8,"801031114",2250,2.4,1424
"Ingle Farm",1098,40,1400,275,0.8,"402041040",1321,2.5,508
"Para Hills",1216,37,1302,280,0.8,"402041041",1421,2.6,575
"Parafield",0,26,0,0,0.0,"402041042",0,0.0,88
"Majura",2625,46,2167,360,0.8,"801031115",3166,2.5,1071
"Paralowie",1222,33,1300,280,0.9,"402041044",1340,2.9,551
"Salisbury",898,37,1291,245,0.8,"402041046",1092,2.5,454
"Salisbury East",1156,40,1387,270,0.8,"402041047",1384,2.5,562
"Salisbury North",1070,32,1300,255,0.9,"402041048",1203,2.7,512
"Mawson Lakes - Globe Derby Park",1648,31,1733,340,0.8,"402041171",1831,2.7,746
"Pooraka - Cavan",1058,37,1360,282,0.8,"402041172",1287,2.5,497
"Golden Grove",1520,41,1700,300,0.8,"402051049",1876,2.6,702
"Greenwith",1617,38,1599,300,0.8,"402051050",1917,2.7,736
"Highbury - Dernancourt",1606,41,1625,330,0.8,"402051051",1866,2.7,703
"Woodville - Cheltenham",1155,36,1600,277,0.9,"404011097",1437,2.5,548
"Hope Valley - Modbury",1077,42,1483,285,0.8,"402051052",1375,2.3,537
"Modbury Heights",1431,40,1504,300,0.8,"402051053",1693,2.6,672
"Redwood Park",1502,39,1517,310,0.8,"402051054",1738,2.6,702
"St Agnes - Ridgehaven",1262,43,1500,300,0.7,"402051055",1594,2.4,624
"Brighton (SA)",1375,48,1800,315,0.8,"403011056",1946,2.3,717
"Glenelg (SA)",1349,45,1798,300,0.8,"403011057",2029,2.1,774
"Edwardstown",1128,36,1625,276,0.8,"403021058",1552,2.2,609
"Hallett Cove",1617,41,1601,340,0.8,"403021059",1849,2.7,701
"Marino - Seaview Downs",1475,42,1733,340,0.8,"403021060",1772,2.5,706
"Mitchell Park",1046,38,1538,270,0.8,"403021061",1377,2.2,519
"Sheidow Park - Trott Park",1649,35,1560,335,0.8,"403021063",1840,2.8,746
"Warradale",1130,39,1647,300,0.8,"403021064",1461,2.2,584
"Belair",1895,46,1993,358,0.8,"403031065",2226,2.6,763
"Bellevue Heights",1381,41,1700,300,0.8,"403031066",1754,2.6,539
"Blackwood",1771,42,1800,330,0.8,"403031067",2114,2.6,774
"Colonel Light Gardens",1598,39,1900,295,0.9,"403031068",2157,2.6,723
"Mitcham (SA)",1759,43,2000,300,0.8,"403031069",2379,2.5,789
"Panorama",1208,41,1625,280,0.8,"403031070",1505,2.4,585
"Amaroo",2447,34,2167,430,0.8,"801041034",2661,3.1,1077
"Aberfoyle Park",1519,40,1517,320,0.8,"403041071",1791,2.7,669
"Fulham",1266,46,1950,300,0.8,"404031105",1775,2.4,615
"Aldinga",1088,36,1408,290,0.8,"403041072",1314,2.5,571
"Christie Downs",839,38,1300,204,0.7,"403041073",1105,2.3,467
"Coromandel Valley",1960,39,1801,360,0.8,"403041076",2146,2.8,789
"Christies Beach",967,42,1300,285,0.8,"403041074",1214,2.2,536
"Clarendon",1774,46,1733,200,0.8,"403041075",1994,2.8,725
"Hackham West - Huntfield Heights",889,37,1213,240,0.8,"403041079",1092,2.4,472
"Flagstaff Hill",1725,42,1733,350,0.8,"403041077",1966,2.7,714
"Hackham - Onkaparinga Hills",1185,42,1300,290,0.7,"403041078",1374,2.6,556
"Happy Valley",1367,40,1517,325,0.8,"403041080",1643,2.5,665
"Happy Valley Reservoir",0,0,0,0,0.0,"403041081",0,0.0,0
"Reynella",1161,39,1365,300,0.8,"403041086",1395,2.4,596
"Lonsdale",450,45,0,0,1.0,"403041082",649,2.0,316
"McLaren Vale",1313,46,1625,290,0.8,"403041083",1655,2.5,629
"Morphett Vale - East",1045,39,1300,270,0.7,"403041084",1291,2.3,556
"Morphett Vale - West",961,39,1300,270,0.7,"403041085",1167,2.3,498
"Willunga",1407,44,1625,300,0.8,"403041088",1688,2.6,650
"Woodcroft",1430,39,1517,320,0.8,"403041089",1693,2.7,661
"Beverley",1263,39,1702,295,0.8,"404011090",1622,2.4,624
"Flinders Park",1188,41,1733,300,0.8,"404011091",1513,2.4,575
"Henley Beach",1413,43,1800,300,0.8,"404011092",1928,2.4,679
"Hughes",2263,44,2500,325,0.8,"801091103",3058,2.5,1125
"Hindmarsh - Brompton",1248,37,1618,300,0.8,"404011093",1640,2.3,605
"Royal Park - Hendon - Albert Park",1095,39,1600,256,0.8,"404011094",1484,2.3,578
"Torrens",2208,41,2167,380,0.8,"801091110",2620,2.7,997
"Seaton - Grange",1157,43,1680,275,0.8,"404011095",1511,2.3,583
"West Lakes",1294,49,1733,290,0.7,"404011096",1705,2.3,653
"Dry Creek - South",0,0,0,0,0.0,"404021098",0,0.0,0
"The Parks",946,36,1517,220,0.9,"404021102",1162,2.6,433
"Torrens Island",0,0,0,0,0.0,"404021103",0,0.0,0
"Largs Bay - Semaphore",1301,43,1594,295,0.8,"404021099",1799,2.2,703
"Adelaide Airport",0,0,0,0,0.0,"404031104",0,0.0,0
"North Haven",1166,44,1600,270,0.8,"404021100",1509,2.3,590
"Port Adelaide",974,41,1408,240,0.8,"404021101",1317,2.2,518
"Lockleys",1255,39,1667,275,0.8,"404031106",1693,2.4,638
"Plympton",1183,37,1621,270,0.9,"404031107",1549,2.3,611
"Richmond (SA)",1213,36,1733,296,0.9,"404031108",1606,2.3,586
"Tanunda",1232,46,1408,270,0.7,"405011115",1639,2.3,679
"Clare",1195,44,1300,230,0.7,"405021116",1464,2.3,649
"Gilbert Valley",1082,49,1170,200,0.7,"405021117",1332,2.3,568
"Goyder",893,48,867,150,0.7,"405021118",1184,2.3,481
"Wakefield - Barunga West",990,46,910,180,0.8,"405021119",1259,2.3,526
"Jamestown",1057,47,867,152,0.7,"405031120",1305,2.3,549
"Peterborough - Mount Remarkable",833,53,743,140,0.7,"405031121",1123,2.1,474
"Port Pirie",879,43,1000,170,0.7,"405031122",1198,2.2,483
"Wallaroo",827,53,1192,230,0.7,"405041126",1027,2.1,466
"Yorke Peninsula - North",881,54,1000,171,0.7,"405041127",1161,2.1,494
"Western",3374,39,0,0,1.5,"406011135",3374,3.7,1625
"Whyalla",988,40,1224,176,0.7,"406011136",1393,2.3,498
"Whyalla - North",0,0,0,0,0.0,"406011137",0,0.0,0
"APY Lands",1238,29,0,75,1.3,"406021138",734,3.8,292
"Coober Pedy",882,50,561,150,0.8,"406021139",1329,2.0,555
"Quorn - Lake Gilles",933,53,964,140,0.7,"406021140",1269,2.1,561
"Outback",1156,46,834,70,0.7,"406021141",1379,2.0,1200
"Port Augusta",1093,39,1213,180,0.8,"406021142",1365,2.3,595
"Roxby Downs",2456,32,2000,198,0.8,"406021143",2760,2.7,1701
"Goolwa - Port Elliot",840,57,1213,250,0.7,"407011144",1041,2.1,481
"Kangaroo Island",962,48,1083,175,0.7,"407011145",1213,2.2,557
"Strathalbyn",1127,44,1517,280,0.7,"407011146",1374,2.4,567
"Strathalbyn Region",1218,45,1496,220,0.8,"407011147",1440,2.5,576
"Butler - Merriwa - Ridgewood",1432,31,1983,350,0.8,"505031099",1617,2.8,640
"Victor Harbor",833,57,1279,260,0.7,"407011148",1064,2.1,479
"Yankalilla",950,53,1293,230,0.7,"407011149",1191,2.2,499
"Grant",1312,42,1300,150,0.8,"407021150",1599,2.6,643
"Naracoorte Region",1281,43,867,100,0.7,"407021155",1443,2.5,682
"Penola",1111,42,867,150,0.8,"407021156",1378,2.4,617
"Tatiara",1166,42,966,150,0.7,"407021157",1409,2.4,656
"Wattle Range",1176,45,975,140,0.8,"407021158",1432,2.4,587
"Mount Gambier - East",1161,39,1200,195,0.7,"407021173",1465,2.4,617
"Mount Gambier - West",1012,40,1186,190,0.8,"407021174",1365,2.3,584
"Barmera",1030,46,1083,165,0.8,"407031159",1313,2.3,531
"Berri",893,41,1083,185,0.7,"407031160",1151,2.2,517
"Karoonda - Lameroo",1041,46,650,115,0.7,"407031161",1330,2.3,547
"Loxton",1029,45,1083,190,0.8,"407031162",1333,2.3,572
"Murray Bridge",934,40,1170,220,0.8,"407031165",1182,2.3,517
"Murray Bridge Region",1222,44,1200,145,0.8,"407031166",1384,2.5,576
"Renmark",889,43,997,180,0.8,"407031167",1109,2.2,503
"Renmark Region",1180,43,1083,160,0.8,"407031168",1404,2.5,608
"The Coorong",929,45,867,125,0.7,"407031169",1165,2.3,510
"Waikerie",891,48,922,160,0.8,"407031170",1170,2.3,501
"College Grove - Carey Park",1073,39,1517,285,0.7,"501021008",1353,2.3,563
"Collie",1157,41,1517,225,0.7,"501021009",1488,2.4,510
"Dardanup",1635,42,2000,255,0.8,"501021010",1857,2.7,663
"Dalyellup",1855,30,1950,365,0.8,"501021251",2032,3.0,740
"Davenport",2625,55,0,0,1.0,"501021011",2374,2.0,1312
"Eaton - Pelican Point",1551,36,1820,350,0.7,"501021012",1755,2.6,669
"Harvey",1263,41,1733,250,0.8,"501021014",1578,2.6,581
"East Bunbury - Glen Iris",1217,38,1636,300,0.7,"501021015",1489,2.4,620
"Waroona",1214,44,1631,250,0.8,"501021016",1464,2.5,536
"Gelorup - Stratham",2003,43,2058,365,0.8,"501021252",2177,2.9,694
"South Bunbury - Bunbury",1328,44,1733,300,0.7,"501021253",1795,2.2,715
"Withers - Usher",963,38,1430,250,0.8,"501021254",1185,2.3,511
"Bridgetown - Boyup Brook",1048,49,1500,200,0.7,"501031017",1308,2.3,541
"Donnybrook - Balingup",1159,46,1543,230,0.7,"501031018",1425,2.4,551
"Manjimup",1162,41,1300,190,0.7,"501031019",1438,2.4,623
"Pemberton",1040,50,1300,175,0.8,"501031020",1290,2.3,553
"Dawesville - Bouvard",1276,42,2000,350,0.7,"502011021",1516,2.6,543
"Falcon - Wannanup",1201,45,1850,330,0.7,"502011022",1447,2.4,556
"Greenfields",948,43,1517,300,0.7,"502011023",1151,2.4,474
"Halls Head - Erskine",1273,44,1950,350,0.7,"502011024",1574,2.5,563
"Ballajura",1587,35,1780,375,0.8,"504031056",1701,3.0,616
"Mandurah",846,47,1517,280,0.7,"502011025",1142,1.9,501
"Mandurah - East",1172,47,1921,330,0.7,"502011026",1426,2.4,529
"Mandurah - North",1605,34,2000,370,0.8,"502011027",1831,2.8,640
"Mandurah - South",987,49,1625,300,0.7,"502011028",1239,2.3,495
"Pinjarra",1205,41,1820,294,0.8,"502011029",1434,2.6,522
"City Beach",2897,45,3033,700,0.7,"503011030",3675,2.9,990
"Malaga",0,32,0,0,0.0,"504031063",0,0.0,0
"Claremont (WA)",1931,43,2500,430,0.8,"503011031",2821,2.2,953
"Cottesloe",2669,41,3250,550,0.8,"503011032",3662,2.5,1193
"Floreat",3051,39,3000,600,0.8,"503011033",3585,3.0,1027
"Mosman Park - Peppermint Grove",1979,40,2700,330,0.8,"503011034",3075,2.4,890
"Nedlands - Dalkeith - Crawley",2288,35,3300,460,0.8,"503011035",3369,2.7,646
"Swanbourne - Mount Claremont",2497,41,3000,488,0.8,"503011036",3440,2.7,927
"Kings Park (WA)",3666,65,0,1000,1.0,"503021037",3249,1.6,1187
"Mount Hawthorn - Leederville",2295,35,2414,440,0.9,"503021038",2851,2.5,1079
"Mount Lawley - Inglewood",1859,36,2167,351,0.9,"503021039",2511,2.3,902
"North Perth",2068,37,2400,420,0.8,"503021040",2618,2.4,931
"Perth City",1782,34,2167,420,1.0,"503021041",2279,1.9,1002
"Subiaco - Shenton Park",2010,39,2500,420,0.9,"503021042",2772,2.2,1024
"Melaleuca - Lexia",0,0,0,0,0.0,"504031064",0,0.0,0
"Wembley - West Leederville - Glendalough",1706,35,2041,320,0.9,"503021043",2347,2.3,870
"Bassendean - Eden Hill - Ashfield",1504,38,1907,340,0.8,"504011044",1904,2.4,722
"Stratton - Jane Brook",1597,33,1800,350,0.7,"504031067",1833,2.8,727
"Bayswater - Embleton - Bedford",1688,38,2104,355,0.8,"504011045",2122,2.4,771
"Maylands",1444,34,1950,310,0.9,"504011046",2055,2.0,869
"Morley",1383,37,1900,380,0.8,"504011047",1572,2.6,617
"Noranda",1534,44,1950,370,0.7,"504011048",1796,2.7,634
"Chidlow",1619,37,1950,350,0.8,"504021049",1840,2.7,648
"Glen Forrest - Darlington",1916,44,2154,400,0.8,"504021050",2178,2.7,723
"Helena Valley - Koongamia",1699,39,2000,320,0.8,"504021051",1986,2.6,719
"Malmalling - Reservoir",849,68,0,0,0.5,"504021052",1024,1.6,416
"Mundaring",1748,43,2000,390,0.8,"504021053",2005,2.7,670
"Swan View - Greenmount - Midvale",1305,42,1733,320,0.7,"504021054",1603,2.5,624
"Avon Valley National Park",0,33,0,0,0.0,"504031055",0,0.0,850
"Beechboro",1562,33,1952,360,0.8,"504031057",1672,3.0,651
"Craigie - Beldon",1578,34,1900,375,0.7,"505011070",1870,2.5,750
"Bullsbrook",1711,38,2000,350,0.8,"504031058",1827,2.9,723
"Currambine - Kinross",2030,35,2000,420,0.8,"505011071",2194,3.0,746
"Ellenbrook",1824,30,2167,385,0.8,"504031059",1951,2.9,791
"Duncraig",2136,41,2167,450,0.7,"505011072",2389,2.8,798
"Gidgegannup",2046,44,2100,283,0.8,"504031060",2170,2.9,754
"Hazelmere - Guildford",1660,38,2000,375,0.7,"504031061",2032,2.5,752
"Lockridge - Kiara",1550,33,1950,330,0.8,"504031062",1751,2.7,686
"Middle Swan - Herne Hill",1326,39,1733,350,0.8,"504031065",1559,2.5,605
"Midland - Guildford",1196,39,1733,320,0.8,"504031066",1542,2.2,625
"Greenwood - Warwick",1657,40,2000,400,0.7,"505011073",1906,2.6,730
"The Vines",2043,34,2297,400,0.8,"504031068",2148,2.9,840
"Walyunga National Park",0,0,0,0,0.0,"504031069",0,0.0,0
"Heathridge - Connolly",1736,37,1976,390,0.7,"505011074",2044,2.6,752
"Iluka - Burns Beach",2881,39,2726,648,0.8,"505011076",2961,3.2,886
"Hillarys",2278,41,2383,490,0.7,"505011075",2563,2.9,834
"Joondalup - Edgewater",1653,36,1950,390,0.8,"505011077",1976,2.5,693
"Kingsley",1848,43,2000,420,0.7,"505011078",2188,2.7,736
"Mullaloo - Kallaroo",2010,41,2167,450,0.7,"505011079",2262,2.8,776
"Sorrento - Marmion",2234,45,2400,500,0.7,"505011082",2662,2.7,853
"Ocean Reef",2238,42,2200,510,0.7,"505011080",2419,3.0,741
"Padbury",1765,37,2000,400,0.7,"505011081",2024,2.6,781
"Balcatta - Hamersley",1401,38,1950,360,0.7,"505021084",1755,2.4,687
"Balga - Mirrabooka",1130,31,1690,330,0.9,"505021085",1231,2.7,494
"Dianella",1462,41,2000,350,0.8,"505021086",1860,2.5,669
"Herdsman",0,0,0,0,0.0,"505021087",0,0.0,0
"Innaloo - Doubleview",1812,35,2210,400,0.8,"505021088",2340,2.3,918
"Karrinyup - Gwelup - Carine",2173,40,2378,440,0.8,"505021089",2499,2.8,846
"Nollamara - Westminster",1333,32,1863,360,0.8,"505021090",1518,2.3,665
"Osborne Park Industrial",0,0,0,0,0.0,"505021091",0,0.0,0
"Scarborough",1862,35,2167,400,0.8,"505021092",2381,2.1,1044
"Stirling - Osborne Park",1615,37,2000,330,0.8,"505021093",2055,2.5,761
"Trigg - North Beach - Watermans Bay",1956,43,2500,390,0.8,"505021094",2465,2.5,910
"Tuart Hill - Joondanna",1404,35,1900,340,0.8,"505021095",1918,2.0,835
"Wembley Downs - Churchlands - Woodlands",2025,40,2500,400,0.8,"505021096",2570,2.7,813
"Girrawheen",1104,33,1548,320,0.9,"505031102",1208,2.7,487
"Yokine - Coolbinia - Menora",1479,39,2000,340,0.8,"505021097",2078,2.2,780
"Alexander Heights - Koondoola",1375,35,1733,350,0.8,"505031098",1475,3.0,547
"Carramar",1899,29,2123,400,0.8,"505031100",2012,3.1,789
"Clarkson",1611,31,1950,375,0.8,"505031101",1762,2.7,714
"Madeley - Darch - Landsdale",2105,33,2179,455,0.8,"505031103",2180,3.2,771
"Marangaroo",1417,36,1753,365,0.8,"505031104",1534,2.9,545
"Mindarie - Quinns Rocks - Jindalee",2053,37,2253,410,0.8,"505031105",2220,3.0,745
"North Coogee",2451,40,2817,500,0.9,"507011158",3089,2.5,1136
"Neerabup National Park",0,31,0,0,0.0,"505031106",0,0.0,612
"Leeming",2150,41,2000,460,0.7,"507041180",2364,2.9,760
"Tapping - Ashby - Sinagra",1951,33,2188,450,0.8,"505031107",2131,3.0,774
"Alkimos - Eglinton",1948,28,2294,360,0.7,"505031255",2105,2.8,917
"Wanneroo",1713,35,2079,395,0.7,"505031108",1949,2.7,730
"Yanchep",1510,33,2050,350,0.7,"505031258",1728,2.8,670
"Carabooda - Pinjar",1763,42,2167,250,0.8,"505031256",1965,3.0,664
"Seville Grove",1507,29,1744,350,0.8,"506011117",1621,3.0,676
"Belmont - Ascot - Redcliffe",1498,36,2000,355,0.8,"506021118",1867,2.4,754
"Two Rocks",1272,39,2000,340,0.7,"505031257",1509,2.6,554
"Armadale - Wungong - Brookdale",1082,33,1517,300,0.8,"506011110",1276,2.5,549
"East Victoria Park - Carlisle",1611,33,2050,360,0.8,"506021119",1975,2.3,763
"Ashendon - Lesley",0,14,0,0,0.0,"506011111",0,0.0,949
"Kewdale Commercial",0,0,0,0,0.0,"506021120",0,0.0,0
"Camillo - Champion Lakes",1273,35,1560,310,0.8,"506011112",1430,2.6,581
"Forrestdale - Harrisdale - Piara Waters",2173,30,2300,420,0.8,"506011113",2233,3.0,949
"Kelmscott",1262,38,1650,310,0.7,"506011114",1481,2.5,602
"Canning Vale - West",2164,37,2000,465,0.8,"506031125",2216,3.2,700
"Mount Nasura - Mount Richon - Bedfordale",1678,44,2050,350,0.7,"506011115",1940,2.7,669
"Canning Vale Commercial",0,0,0,0,0.0,"506031126",0,0.0,0
"Roleystone",1877,42,2109,328,0.8,"506011116",2093,2.8,730
"Perth Airport",0,40,0,0,0.0,"506021121",0,0.0,0
"Willetton",1812,38,2000,410,0.8,"506031131",1967,3.1,626
"Rivervale - Kewdale - Cloverdale",1387,33,1950,350,0.8,"506021122",1650,2.4,694
"Victoria Park - Lathlain - Burswood",1674,34,2041,365,0.9,"506021123",2075,2.2,856
"Bentley - Wilson - St James",1152,31,1982,330,0.8,"506031124",1563,2.4,484
"Cannington - Queens Park",1410,30,1900,370,0.9,"506031127",1508,2.8,604
"Parkwood - Ferndale - Lynwood",1422,38,1733,350,0.7,"506031128",1657,2.5,647
"Riverton - Shelley - Rossmoyne",1692,41,2167,400,0.8,"506031129",2024,2.8,639
"Welshpool",0,33,0,0,0.0,"506031130",0,0.0,0
"Beckenham - Kenwick - Langford",1295,33,1700,340,0.8,"506041132",1417,2.8,561
"Canning Vale - East",2069,33,2100,435,0.8,"506041133",2102,3.2,733
"Gosnells",1168,35,1650,310,0.8,"506041134",1371,2.6,560
"Byford",1857,29,2089,395,0.8,"506061142",1942,3.0,798
"Mundijong",1987,39,2192,350,0.8,"506061143",2057,3.1,708
"Huntingdale - Southern River",1899,32,2058,400,0.8,"506041135",1998,3.1,737
"Maddington - Orange Grove - Martin",1225,35,1715,310,0.8,"506041136",1425,2.7,567
"Serpentine - Jarrahdale",1616,43,2167,276,0.8,"506061144",1809,2.7,656
"Trafalgar (WA)",0,0,0,0,0.0,"511031284",0,0.0,0
"Thornlie",1448,37,1733,350,0.8,"506041137",1628,2.8,615
"Geraldton",1050,44,1517,230,0.7,"511041285",1399,2.2,574
"Geraldton - East",1334,35,1517,240,0.8,"511041286",1549,2.8,571
"Geraldton - North",1574,35,1950,310,0.8,"511041287",1858,2.7,697
"Geraldton - South",1769,35,1885,320,0.7,"511041288",2015,2.7,778
"Irwin",1085,50,1733,250,0.7,"511041289",1351,2.3,542
"Meekatharra",1190,41,600,85,0.8,"511041290",1259,2.4,1492
"Morawa",1133,45,853,120,0.7,"511041291",1401,2.2,775
"Northampton - Mullewa - Greenough",1068,52,1500,188,0.8,"511041292",1361,2.3,554
"Forrestfield - Wattle Grove",1644,35,2000,375,0.8,"506051138",1874,2.7,743
"High Wycombe",1582,35,1950,390,0.7,"506051139",1831,2.6,744
"Bridgewater - Gagebrook",782,31,975,200,0.9,"601011001",932,2.6,442
"Kalamunda - Maida Vale - Gooseberry Hill",1672,45,2147,375,0.7,"506051140",2035,2.6,703
"Lesmurdie - Bickley - Carmel",1764,42,2029,350,0.8,"506051141",2040,2.8,658
"Brighton - Pontville",1326,34,1384,276,0.8,"601011002",1497,2.7,670
"Old Beach - Otago",1582,39,1517,315,0.8,"601011003",1799,2.6,742
"Bellerive - Rosny",1199,46,1500,270,0.8,"601021004",1683,2.1,684
"Cambridge",1773,43,1625,300,0.8,"601021005",2035,2.7,810
"Geilston Bay - Risdon",1405,43,1517,290,0.7,"601021006",1821,2.4,741
"Howrah - Tranmere",1464,44,1625,320,0.7,"601021007",1857,2.4,745
"Lindisfarne - Rose Bay",1326,48,1541,300,0.8,"601021008",1783,2.3,690
"Como",1606,36,2167,365,0.8,"506071145",2230,2.1,866
"Coolbellup",1366,38,1820,324,0.7,"507011153",1716,2.4,648
"Glenorchy",868,40,1222,240,0.8,"601031017",1183,2.2,495
"Montrose - Rosetta",1143,44,1322,250,0.8,"601031018",1456,2.3,608
"Moonah",1010,38,1300,250,0.8,"601031019",1310,2.3,542
"New Norfolk",946,42,1105,216,0.8,"601031020",1205,2.4,495
"Manning - Waterford",1743,36,2400,350,0.8,"506071146",2264,2.7,584
"South Perth - Kensington",1945,38,2300,390,0.8,"506071147",2647,2.3,957
"Banjup",2207,32,2167,430,0.8,"507011148",2289,3.1,851
"Bibra Industrial",0,0,0,0,0.0,"507011150",0,0.0,0
"Bibra Lake",0,0,0,0,0.0,"507011151",0,0.0,0
"Hamilton Hill",1166,40,1862,320,0.8,"507011154",1520,2.3,598
"East Arm",0,51,0,0,0.0,"701021017",0,0.0,1312
"Coogee",1882,41,2200,418,0.7,"507011152",2187,2.8,727
"Henderson",649,60,0,0,1.0,"507011155",0,1.0,450
"Lyons (NT)",2616,30,3106,300,0.9,"701021021",2784,3.3,1182
"South Lake - Cockburn Central",1519,36,1759,380,0.8,"507011159",1824,2.5,707
"Spearwood",1319,41,1950,350,0.8,"507011160",1600,2.4,612
"Moil",2117,36,2167,368,1.0,"701021024",2126,3.0,883
"Success - Hammond Park",2055,31,2167,420,0.8,"507011161",2200,2.9,892
"Yangebup",1738,35,1950,350,0.8,"507011163",1974,2.7,723
"Beeliar - Wattleup",1990,33,2167,400,0.8,"507011259",2154,2.9,812
